employee_name,user_id,email,role,business_unit,functional_unit,department,team,supervisor
Ivor Kenneth Rollins,IKR0401,Ivor.Kenneth.Rollins@dtaa.com,SoftwareEngineer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,2 - Software,Jocelyn Bree Mccray
Eden Merrill Stokes,EMS0317,Eden.Merrill.Stokes@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,1 - RegionalSales,Meredith Ainsley Wolf
Finn Tucker Medina,FTM0406,Finn.Tucker.Medina@dtaa.com,SystemsEngineer,1,2 - ResearchAndEngineering,3 - Engineering,6 - SystemsEngineering,Hadassah Riley Baker
Raphael Aristotle Ray,RAR0725,Raphael.Aristotle.Ray@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,4 - AssemblyDept,Alan Benjamin Holder
Medge Nichole Sims,MNS0224,Medge.Nichole.Sims@dtaa.com,ITAdmin,1,1 - Adminstration,6 - Security,2 - ElectronicSecurity,Frances Alisa Wiggins
Winter Veda Burks,WVB0539,Winter.Veda.Burks@dtaa.com,Manager,1,5 - SalesAndMarketing,2 - Sales,3 - RegionalSales,Donovan Carlos Chapman
Steel Solomon Garrison,SSG0250,Steel.Solomon.Garrison@dtaa.com,MechanicalEngineer,1,2 - ResearchAndEngineering,3 - Engineering,1 - MechanicalEngineering,Harper Price Harris
Madison Lydia Morrison,MLM0950,Madison.Lydia.Morrison@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,6 - AssemblyDept,Sandra Beverly Diaz
Harper Price Harris,HPH0075,Harper.Price.Harris@dtaa.com,ChiefEngineer,1,2 - ResearchAndEngineering,3 - Engineering,1 - MechanicalEngineering,Declan Lester Moss
Veda Martina Jacobson,VMJ0546,Veda.Martina.Jacobson@dtaa.com,Physicist,1,2 - ResearchAndEngineering,1 - Research,3 - Lab,Honorato Ivan Wall
Nevada Leilani Ortega,NLO0131,Nevada.Leilani.Ortega@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,1 - AssemblyDept,Shannon Chantale Price
Patricia Emily Salazar,PES0085,Patricia.Emily.Salazar@dtaa.com,AdministrativeAssistant,1,2 - ResearchAndEngineering,3 - Engineering,2 - ElectricalEngineering,Dylan Tiger Terry
Otto Hedley Chase,OHC0973,Otto.Hedley.Chase@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,6 - AssemblyDept,Sandra Beverly Diaz
Noble Merrill Fuller,NMF0780,Noble.Merrill.Fuller@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,4 - RegionalFieldService,Blaine Helen Cervantes
Leo Elmo Monroe,LEM0605,Leo.Elmo.Monroe@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,3 - RegionalSales,Winter Veda Burks
Bruce Eden Clemons,BEC0505,Bruce.Eden.Clemons@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,2 - RegionalSales,Bert Jason Henderson
Oliver Logan Fowler,OLF0504,Oliver.Logan.Fowler@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,2 - RegionalSales,Bert Jason Henderson
Kirestin Vanna Sykes,KVS0425,Kirestin.Vanna.Sykes@dtaa.com,SystemsEngineer,1,2 - ResearchAndEngineering,3 - Engineering,6 - SystemsEngineering,Hadassah Riley Baker
Arthur Jacob Raymond,AJR0319,Arthur.Jacob.Raymond@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,1 - RegionalSales,Meredith Ainsley Wolf
Diana Lillian Solis,DLS0383,Diana.Lillian.Solis@dtaa.com,Scientist,1,2 - ResearchAndEngineering,1 - Research,2 - Lab,Kim Dara Sullivan
Bruno Carter Robles,BCR0581,Bruno.Carter.Robles@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,3 - AssemblyDept,Whilemina Pandora England
Lani Dai Beard,LDB0090,Lani.Dai.Beard@dtaa.com,AdministrativeAssistant,1,2 - ResearchAndEngineering,3 - Engineering,3 - MaterialsEngineering,Ainsley MacKensie Doyle
Gwendolyn Amaya Ferrell,GAF0570,Gwendolyn.Amaya.Ferrell@dtaa.com,SoftwareEngineer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,3 - Software,Stephanie Briar Harrington
Noah Nathan Shaffer,NNS0059,Noah.Nathan.Shaffer@dtaa.com,Scientist,1,2 - ResearchAndEngineering,1 - Research,1 - Lab,Jackson Linus Wilkerson
Joy Rosalyn Leblanc,JRL0574,Joy.Rosalyn.Leblanc@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,3 - AssemblyDept,Whilemina Pandora England
Natalie Sheila Santiago,NSS0876,Natalie.Sheila.Santiago@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,5 - RegionalSales,Hashim Damon Dudley
Slade Orson Burch,SOB0586,Slade.Orson.Burch@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,3 - AssemblyDept,Whilemina Pandora England
Dane Davis Atkins,DDA0476,Dane.Davis.Atkins@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,2 - RegionalSales,Bert Jason Henderson
Dakota Edward Brady,DEB0782,Dakota.Edward.Brady@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,4 - RegionalFieldService,Blaine Helen Cervantes
Owen Len Wheeler,OLW0689,Owen.Len.Wheeler@dtaa.com,SoftwareEngineer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,4 - Software,Aurora Tatiana Payne
MacKensie Mara Grant,MMG0943,MacKensie.Mara.Grant@dtaa.com,SoftwareEngineer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,6 - Software,Caleb Mason Ball
Reece Nicolas Lopez,RNL0695,Reece.Nicolas.Lopez@dtaa.com,ComputerScientist,1,2 - ResearchAndEngineering,2 - SoftwareManagement,4 - Software,Aurora Tatiana Payne
Lacey Nomlanga Rasmussen,LNR0656,Lacey.Nomlanga.Rasmussen@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,3 - RegionalFieldService,Hedwig Regina Livingston
Albert Mohammad Joseph,AMJ0297,Albert.Mohammad.Joseph@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,1 - AssemblyDept,Shannon Chantale Price
Hedwig Regina Livingston,HRL0540,Hedwig.Regina.Livingston@dtaa.com,FieldServiceEngineer,1,5 - SalesAndMarketing,3 - FieldService,3 - RegionalFieldService,Sharon Britanni Kerr
Dean Lester Figueroa,DLF0377,Dean.Lester.Figueroa@dtaa.com,Mathematician,1,2 - ResearchAndEngineering,1 - Research,2 - Lab,Kim Dara Sullivan
Madonna Veronica Hardy,MVH0373,Madonna.Veronica.Hardy@dtaa.com,ITAdmin,1,1 - Adminstration,6 - Security,3 - ElectronicSecurity,Francis Brian Armstrong
Tad Patrick Hardin,TPH0474,Tad.Patrick.Hardin@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,2 - AssemblyDept,Armando Albert Walter
Kendall Ciaran Frank,KCF0045,Kendall.Ciaran.Frank@dtaa.com,ITAdmin,1,1 - Adminstration,6 - Security,2 - ElectronicSecurity,Frances Alisa Wiggins
Bryar Ivana Sweet,BIS0247,Bryar.Ivana.Sweet@dtaa.com,MechanicalEngineer,1,2 - ResearchAndEngineering,3 - Engineering,1 - MechanicalEngineering,Harper Price Harris
Mona Susan Shannon,MSS0001,Mona.Susan.Shannon@dtaa.com,President,1,,,,
Edward Finn Stokes,EFS0882,Edward.Finn.Stokes@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,5 - RegionalFieldService,Blythe Veda Cooke
Noelani Wynter Kennedy,NWK0215,Noelani.Wynter.Kennedy@dtaa.com,SecurityGuard,1,1 - Adminstration,6 - Security,1 - BuildingSecurity,Clinton Coby Wolfe
Philip Nathan Logan,PNL0301,Philip.Nathan.Logan@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,1 - AssemblyDept,Shannon Chantale Price
Colin Stuart Holloway,CSH0626,Colin.Stuart.Holloway@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,3 - RegionalSales,Winter Veda Burks
Beau Hall Watts,BHW0458,Beau.Hall.Watts@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,2 - AssemblyDept,Armando Albert Walter
Sonya Samantha Hahn,SSH0799,Sonya.Samantha.Hahn@dtaa.com,Scientist,1,2 - ResearchAndEngineering,1 - Research,5 - Lab,Sasha Britanney Quinn
Astra Nicole Maldonado,ANM0123,Astra.Nicole.Maldonado@dtaa.com,AdministrativeAssistant,1,3 - Manufacturing,2 - ManufacturingEngineering,,Fritz Dale Ellison
Carla Amelia Shannon,CAS0507,Carla.Amelia.Shannon@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,2 - RegionalFieldService,Burke Randall Burnett
Denise Ifeoma Doyle,DID0650,Denise.Ifeoma.Doyle@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,3 - RegionalFieldService,Hedwig Regina Livingston
Kirby Amity Tyson,KAT0270,Kirby.Amity.Tyson@dtaa.com,ElectricalEngineer,1,2 - ResearchAndEngineering,3 - Engineering,4 - SystemsEngineering,Gage Kaden Odonnell
Tara Echo Myers,TEM0977,Tara.Echo.Myers@dtaa.com,HumanResourceSpecialist,1,1 - Adminstration,1 - Personnel,,Bethany Xerxes Johnson
Salvador Herman Raymond,SHR0334,Salvador.Herman.Raymond@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,1 - RegionalFieldService,Garrett Nicholas Solomon
Jenna Darrel Charles,JDC0030,Jenna.Darrel.Charles@dtaa.com,AdministrativeAssistant,1,1 - Adminstration,6 - Security,,Fatima Ulla Mcclure
Colt Kendall Perez,CKP0721,Colt.Kendall.Perez@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,4 - AssemblyDept,Alan Benjamin Holder
Herman Ian Abbott,HIA0414,Herman.Ian.Abbott@dtaa.com,SystemsEngineer,1,2 - ResearchAndEngineering,3 - Engineering,6 - SystemsEngineering,Hadassah Riley Baker
Hakeem Stephen Peck,HSP0290,Hakeem.Stephen.Peck@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,1 - AssemblyDept,Shannon Chantale Price
Howard Raphael Weiss,HRW0550,Howard.Raphael.Weiss@dtaa.com,Scientist,1,2 - ResearchAndEngineering,1 - Research,3 - Lab,Honorato Ivan Wall
Kaye Brianna Blair,KBB0189,Kaye.Brianna.Blair@dtaa.com,AdministrativeAssistant,1,6 - PurchasingAndContracts,,,Kirby Bo Pollard
Cain Byron Baldwin,CBB0365,Cain.Byron.Baldwin@dtaa.com,ITAdmin,1,1 - Adminstration,6 - Security,3 - ElectronicSecurity,Francis Brian Armstrong
Diana Leigh Hays,DLH0029,Diana.Leigh.Hays@dtaa.com,NursePractitioner,1,1 - Adminstration,5 - Medical,,Alec Mannix Mcneil
Nora Regina Oconnor,NRO0768,Nora.Regina.Oconnor@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,4 - RegionalFieldService,Blaine Helen Cervantes
Nehru Wyatt Tate,NWT0098,Nehru.Wyatt.Tate@dtaa.com,HardwareEngineer,1,2 - ResearchAndEngineering,3 - Engineering,4 - SystemsEngineering,Gage Kaden Odonnell
Quincy Preston Moses,QPM0727,Quincy.Preston.Moses@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,4 - RegionalSales,Lysandra Chastity Brennan
Kessie Vielka Trevino,KVT0028,Kessie.Vielka.Trevino@dtaa.com,Nurse,1,1 - Adminstration,5 - Medical,,Alec Mannix Mcneil
Lamar Francis Scott,LFS0071,Lamar.Francis.Scott@dtaa.com,SoftwareEngineer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,1 - Software,Vance Ira Alston
Wing Noah Bonner,WNB0908,Wing.Noah.Bonner@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,5 - RegionalFieldService,Blythe Veda Cooke
Patience Audrey Douglas,PAD0773,Patience.Audrey.Douglas@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,4 - RegionalFieldService,Blaine Helen Cervantes
Bert Jason Henderson,BJH0354,Bert.Jason.Henderson@dtaa.com,Manager,1,5 - SalesAndMarketing,2 - Sales,2 - RegionalSales,Donovan Carlos Chapman
Oscar Nolan Wooten,ONW0083,Oscar.Nolan.Wooten@dtaa.com,MechanicalEngineer,1,2 - ResearchAndEngineering,3 - Engineering,1 - MechanicalEngineering,Harper Price Harris
Sarah Susan Jarvis,SSJ0784,Sarah.Susan.Jarvis@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,4 - RegionalFieldService,Blaine Helen Cervantes
Kyla Jocelyn Porter,KJP0371,Kyla.Jocelyn.Porter@dtaa.com,ITAdmin,1,1 - Adminstration,6 - Security,3 - ElectronicSecurity,Francis Brian Armstrong
Isabelle Maggie Benjamin,IMB0481,Isabelle.Maggie.Benjamin@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,2 - RegionalSales,Bert Jason Henderson
Britanney Quail Snyder,BQS0525,Britanney.Quail.Snyder@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,2 - RegionalFieldService,Burke Randall Burnett
Beck Troy Richards,BTR0403,Beck.Troy.Richards@dtaa.com,ComputerScientist,1,2 - ResearchAndEngineering,2 - SoftwareManagement,2 - Software,Jocelyn Bree Mccray
Declan Lester Moss,DLM0051,Declan.Lester.Moss@dtaa.com,Director,1,2 - ResearchAndEngineering,3 - Engineering,,Kai Wynne Craft
Addison Hiram Morrow,AHM0410,Addison.Hiram.Morrow@dtaa.com,SystemsEngineer,1,2 - ResearchAndEngineering,3 - Engineering,6 - SystemsEngineering,Hadassah Riley Baker
Carter Harrison Maldonado,CHM0821,Carter.Harrison.Maldonado@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,5 - AssemblyDept,Amy Lucy Chen
Jocelyn Bree Mccray,JBM0350,Jocelyn.Bree.Mccray@dtaa.com,Manager,1,2 - ResearchAndEngineering,2 - SoftwareManagement,2 - Software,Todd Vance Spears
Joseph Raja Gaines,JRG0207,Joseph.Raja.Gaines@dtaa.com,SecurityGuard,1,1 - Adminstration,6 - Security,1 - BuildingSecurity,Clinton Coby Wolfe
Prescott Laith Harding,PLH0862,Prescott.Laith.Harding@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,5 - RegionalSales,Hashim Damon Dudley
Reed Chaim Perkins,RCP0785,Reed.Chaim.Perkins@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,4 - RegionalFieldService,Blaine Helen Cervantes
Neve Sarah Crane,NSC0597,Neve.Sarah.Crane@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,3 - AssemblyDept,Whilemina Pandora England
Ayanna Vivian Murray,AVM0947,Ayanna.Vivian.Murray@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,6 - AssemblyDept,Sandra Beverly Diaz
Molly Sacha Zimmerman,MSZ0310,Molly.Sacha.Zimmerman@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,1 - RegionalSales,Meredith Ainsley Wolf
Stewart Dale Berger,SDB0106,Stewart.Dale.Berger@dtaa.com,MechanicalEngineer,1,2 - ResearchAndEngineering,3 - Engineering,5 - TestAndEvalualtion,Rose Hanae Yates
Hakeem Arden Curry,HAC0282,Hakeem.Arden.Curry@dtaa.com,ElectricalEngineer,1,2 - ResearchAndEngineering,3 - Engineering,5 - TestAndEvalualtion,Rose Hanae Yates
Hadley Sonya Bowen,HSB0196,Hadley.Sonya.Bowen@dtaa.com,PurchasingClerk,1,6 - PurchasingAndContracts,1 - Purchasing,,August Armando Evans
Ayanna Sylvia Blankenship,ASB0796,Ayanna.Sylvia.Blankenship@dtaa.com,Mathematician,1,2 - ResearchAndEngineering,1 - Research,5 - Lab,Sasha Britanney Quinn
Wynter Rose Mercer,WRM0963,Wynter.Rose.Mercer@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,6 - AssemblyDept,Sandra Beverly Diaz
Brianna Rebecca Mcintyre,BRM0995,Brianna.Rebecca.Mcintyre@dtaa.com,IndustrialEngineer,1,3 - Manufacturing,1 - IndustrialEngineering,,Grant Tyrone Doyle
Sebastian Elliott Sexton,SES0477,Sebastian.Elliott.Sexton@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,2 - RegionalSales,Bert Jason Henderson
Jerry Tad Mccall,JTM0223,Jerry.Tad.Mccall@dtaa.com,ITAdmin,1,1 - Adminstration,6 - Security,2 - ElectronicSecurity,Frances Alisa Wiggins
Ria Neve Flores,RNF0765,Ria.Neve.Flores@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,4 - RegionalFieldService,Blaine Helen Cervantes
Graiden Nehru Zimmerman,GNZ0953,Graiden.Nehru.Zimmerman@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,6 - AssemblyDept,Sandra Beverly Diaz
Hadassah Riley Baker,HRB0351,Hadassah.Riley.Baker@dtaa.com,ChiefEngineer,1,2 - ResearchAndEngineering,3 - Engineering,6 - SystemsEngineering,Declan Lester Moss
Zia Shelley Blankenship,ZSB0649,Zia.Shelley.Blankenship@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,3 - RegionalFieldService,Hedwig Regina Livingston
Axel Donovan Compton,ADC0391,Axel.Donovan.Compton@dtaa.com,SoftwareEngineer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,2 - Software,Jocelyn Bree Mccray
Penelope Montana Colon,PMC0328,Penelope.Montana.Colon@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,1 - RegionalFieldService,Garrett Nicholas Solomon
Idola Lana Jarvis,ILJ0526,Idola.Lana.Jarvis@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,2 - RegionalFieldService,Burke Randall Burnett
Amaya Noelle Terrell,ANT0430,Amaya.Noelle.Terrell@dtaa.com,TestEngineer,1,2 - ResearchAndEngineering,3 - Engineering,7 - TestAndEvalualtion,Cameron Noel Elliott
Dean Flynn Hines,DFH0188,Dean.Flynn.Hines@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,1 - RegionalFieldService,Garrett Nicholas Solomon
Lee Lacey Velez,LLV0602,Lee.Lacey.Velez@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,3 - RegionalSales,Winter Veda Burks
Grace Charde Roth,GCR0554,Grace.Charde.Roth@dtaa.com,Physicist,1,2 - ResearchAndEngineering,1 - Research,3 - Lab,Honorato Ivan Wall
Samson Jeremy Ortega,SJO0209,Samson.Jeremy.Ortega@dtaa.com,SecurityGuard,1,1 - Adminstration,6 - Security,1 - BuildingSecurity,Clinton Coby Wolfe
Nadine Gay Cross,NGC0058,Nadine.Gay.Cross@dtaa.com,Mathematician,1,2 - ResearchAndEngineering,1 - Research,1 - Lab,Jackson Linus Wilkerson
Yolanda Idona Crosby,YIC0195,Yolanda.Idona.Crosby@dtaa.com,PurchasingClerk,1,6 - PurchasingAndContracts,1 - Purchasing,,August Armando Evans
Eden Deborah Ball,EDB0714,Eden.Deborah.Ball@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,4 - AssemblyDept,Alan Benjamin Holder
Lacota Hilda Lindsey,LHL0309,Lacota.Hilda.Lindsey@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,1 - RegionalSales,Meredith Ainsley Wolf
Heather Fredericka Baird,HFB0347,Heather.Fredericka.Baird@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,1 - RegionalFieldService,Garrett Nicholas Solomon
Elton Jonas Williamson,EJW0884,Elton.Jonas.Williamson@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,5 - RegionalFieldService,Blythe Veda Cooke
Cathleen Risa Oneal,CRO0027,Cathleen.Risa.Oneal@dtaa.com,HealthSafetyEngineer,1,1 - Adminstration,4 - Safety,,Wesley Kasper Duffy
Halee Keiko Rhodes,HKR0628,Halee.Keiko.Rhodes@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,3 - RegionalSales,Winter Veda Burks
Grant Tyrone Doyle,GTD0116,Grant.Tyrone.Doyle@dtaa.com,Manager,1,3 - Manufacturing,1 - IndustrialEngineering,,Byron Tyrone Williamson
Daryl Skyler Brock,DSB0731,Daryl.Skyler.Brock@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,4 - RegionalSales,Lysandra Chastity Brennan
Clio Ocean Faulkner,COF0120,Clio.Ocean.Faulkner@dtaa.com,AdministrativeAssistant,1,3 - Manufacturing,1 - IndustrialEngineering,,Grant Tyrone Doyle
Hope Dawn Jensen,HDJ0446,Hope.Dawn.Jensen@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,2 - AssemblyDept,Armando Albert Walter
Cedric Herrod Gilliam,CHG0146,Cedric.Herrod.Gilliam@dtaa.com,Manager,1,4 - Finance,1 - Accounting,,Thomas Vladimir Stokes
Aline Iris Hurst,AIH0675,Aline.Iris.Hurst@dtaa.com,Scientist,1,2 - ResearchAndEngineering,1 - Research,4 - Lab,Sarah Imelda Juarez
Troy Nicolas Molina,TNM0961,Troy.Nicolas.Molina@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,6 - AssemblyDept,Sandra Beverly Diaz
Aaron Porter Gutierrez,APG0307,Aaron.Porter.Gutierrez@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,1 - AssemblyDept,Shannon Chantale Price
Roth Hu Conner,RHC0335,Roth.Hu.Conner@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,1 - RegionalFieldService,Garrett Nicholas Solomon
Chastity Quyn Wilkerson,CQW0652,Chastity.Quyn.Wilkerson@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,3 - RegionalFieldService,Hedwig Regina Livingston
Honorato John Sloan,HJS0072,Honorato.John.Sloan@dtaa.com,SoftwareEngineer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,1 - Software,Vance Ira Alston
Xerxes Howard Wilcox,XHW0498,Xerxes.Howard.Wilcox@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,2 - RegionalSales,Bert Jason Henderson
Isadora Jael Waters,IJW0851,Isadora.Jael.Waters@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,5 - RegionalSales,Hashim Damon Dudley
Nigel Addison Rios,NAR0981,Nigel.Addison.Rios@dtaa.com,ComputerTrainer,1,1 - Adminstration,3 - Training,,Walter Kaseem Foley
Nero Uriel Little,NUL0471,Nero.Uriel.Little@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,2 - AssemblyDept,Armando Albert Walter
Drew Ivan Beck,DIB0081,Drew.Ivan.Beck@dtaa.com,MechanicalEngineer,1,2 - ResearchAndEngineering,3 - Engineering,1 - MechanicalEngineering,Harper Price Harris
Brenden Samuel Shaffer,BSS0369,Brenden.Samuel.Shaffer@dtaa.com,ITAdmin,1,1 - Adminstration,6 - Security,3 - ElectronicSecurity,Francis Brian Armstrong
Margaret Illana Burch,MIB0904,Margaret.Illana.Burch@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,5 - RegionalFieldService,Blythe Veda Cooke
Athena Amelia Foreman,AAF0535,Athena.Amelia.Foreman@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,2 - RegionalFieldService,Burke Randall Burnett
Hayden Bernard Benson,HBB0056,Hayden.Bernard.Benson@dtaa.com,Scientist,1,2 - ResearchAndEngineering,1 - Research,,Summer Leilani Boyer
Melodie Chantale Joyce,MCJ0324,Melodie.Chantale.Joyce@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,1 - RegionalSales,Meredith Ainsley Wolf
Hashim Damon Hebert,HDH0928,Hashim.Damon.Hebert@dtaa.com,Mathematician,1,2 - ResearchAndEngineering,1 - Research,6 - Lab,Lillith Adena Matthews
Holly Xerxes Lara,HXL0968,Holly.Xerxes.Lara@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,6 - AssemblyDept,Sandra Beverly Diaz
Macaulay Otto Hopkins,MOH0273,Macaulay.Otto.Hopkins@dtaa.com,HardwareEngineer,1,2 - ResearchAndEngineering,3 - Engineering,4 - SystemsEngineering,Gage Kaden Odonnell
Keiko Naida Webb,KNW0644,Keiko.Naida.Webb@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,3 - RegionalFieldService,Hedwig Regina Livingston
Cullen Gary Adams,CGA0629,Cullen.Gary.Adams@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,3 - RegionalSales,Winter Veda Burks
Nell Mari Schneider,NMS0280,Nell.Mari.Schneider@dtaa.com,Technician,1,2 - ResearchAndEngineering,3 - Engineering,5 - TestAndEvalualtion,Rose Hanae Yates
Tad Harlan Duncan,THD0448,Tad.Harlan.Duncan@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,2 - AssemblyDept,Armando Albert Walter
Scarlet Pearl Ashley,SPA0141,Scarlet.Pearl.Ashley@dtaa.com,AdministrativeAssistant,1,3 - Manufacturing,4 - QualityControl,,Kimberley Kiona Sosa
Lenore Piper Cardenas,LPC0492,Lenore.Piper.Cardenas@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,2 - RegionalSales,Bert Jason Henderson
Benjamin Tyrone Norman,BTN0061,Benjamin.Tyrone.Norman@dtaa.com,Scientist,1,2 - ResearchAndEngineering,1 - Research,1 - Lab,Jackson Linus Wilkerson
Hanae Gay Hogan,HGH0595,Hanae.Gay.Hogan@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,3 - AssemblyDept,Whilemina Pandora England
Brielle Aubrey Marks,BAM0611,Brielle.Aubrey.Marks@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,3 - RegionalSales,Winter Veda Burks
Kessie Kay Cooper,KKC0683,Kessie.Kay.Cooper@dtaa.com,SoftwareEngineer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,4 - Software,Aurora Tatiana Payne
Buckminster Benjamin Swanson,BBS0422,Buckminster.Benjamin.Swanson@dtaa.com,ElectricalEngineer,1,2 - ResearchAndEngineering,3 - Engineering,6 - SystemsEngineering,Hadassah Riley Baker
Hedy Delilah Lopez,HDL0748,Hedy.Delilah.Lopez@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,4 - RegionalSales,Lysandra Chastity Brennan
Nissim Rafael Delacruz,NRD0548,Nissim.Rafael.Delacruz@dtaa.com,Mathematician,1,2 - ResearchAndEngineering,1 - Research,3 - Lab,Honorato Ivan Wall
Donovan Carlos Chapman,DCC0160,Donovan.Carlos.Chapman@dtaa.com,Director,1,5 - SalesAndMarketing,2 - Sales,,Hyatt Trevor Hayes
Minerva Emerald Solomon,MES0407,Minerva.Emerald.Solomon@dtaa.com,SystemsEngineer,1,2 - ResearchAndEngineering,3 - Engineering,6 - SystemsEngineering,Hadassah Riley Baker
Leonard Malachi Floyd,LMF0980,Leonard.Malachi.Floyd@dtaa.com,HumanResourceSpecialist,1,1 - Adminstration,2 - EmployeeRelations,,Blaze Trevor Stone
Barry Martin Mason,BMM0112,Barry.Martin.Mason@dtaa.com,Technician,1,2 - ResearchAndEngineering,3 - Engineering,5 - TestAndEvalualtion,Rose Hanae Yates
Leila Tallulah Steele,LTS0860,Leila.Tallulah.Steele@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,5 - RegionalSales,Hashim Damon Dudley
